State,County,City,Zipcode,Date,Price
WI,Racine,Eagle Lake,53139,2015-09-01,190700.0
WI,Racine,Eagle Lake,53139,2015-10-01,193600.0
WI,Racine,Eagle Lake,53139,2015-11-01,195400.0
WI,Racine,Eagle Lake,53139,2015-12-01,197600.0
WI,Racine,Eagle Lake,53139,2016-01-01,198800.0
WI,Racine,Eagle Lake,53139,2016-02-01,198800.0
WI,Racine,Eagle Lake,53139,2016-03-01,199000.0
WI,Racine,Eagle Lake,53139,2016-04-01,200700.0
WI,Racine,Eagle Lake,53139,2016-05-01,204000.0
WI,Racine,Eagle Lake,53139,2016-06-01,207600.0
WI,Racine,Eagle Lake,53139,2016-07-01,210100.0
WI,Racine,Eagle Lake,53139,2016-08-01,211700.0
WI,Racine,Eagle Lake,53139,2016-09-01,213000.0
WI,Racine,Eagle Lake,53139,2016-10-01,214600.0
WI,Racine,Eagle Lake,53139,2016-11-01,216400.0
WI,Racine,Eagle Lake,53139,2016-12-01,219000.0
WI,Racine,Eagle Lake,53139,2017-01-01,221600.0
WI,Racine,Eagle Lake,53139,2017-02-01,223500.0
WI,Racine,Eagle Lake,53139,2017-03-01,223700.0
WI,Racine,Eagle Lake,53139,2017-04-01,223100.0
WI,Racine,Eagle Lake,53139,2017-05-01,222500.0
WI,Racine,Eagle Lake,53139,2017-06-01,222300.0
WI,Racine,Eagle Lake,53139,2017-07-01,222300.0
WI,Racine,Eagle Lake,53139,2017-08-01,225200.0
WI,Racine,Eagle Lake,53139,2017-09-01,229800.0
WI,Racine,Eagle Lake,53139,2017-10-01,230900.0
WI,Racine,Eagle Lake,53139,2017-11-01,228500.0
WI,Racine,Eagle Lake,53139,2017-12-01,227100.0
WI,Racine,Racine,53404,1997-01-01,109100.0
WI,Racine,Racine,53404,1997-02-01,109800.0
WI,Racine,Racine,53404,1997-03-01,110300.0
WI,Racine,Racine,53404,1997-04-01,110800.0
WI,Racine,Racine,53404,1997-05-01,111200.0
WI,Racine,Racine,53404,1997-06-01,111800.0
WI,Racine,Racine,53404,1997-07-01,112400.0
WI,Racine,Racine,53404,1997-08-01,113200.0
WI,Racine,Racine,53404,1997-09-01,114200.0
WI,Racine,Racine,53404,1997-10-01,115100.0
WI,Racine,Racine,53404,1997-11-01,116000.0
WI,Racine,Racine,53404,1997-12-01,116700.0
WI,Racine,Racine,53404,1998-01-01,117400.0
WI,Racine,Racine,53404,1998-02-01,117900.0
WI,Racine,Racine,53404,1998-03-01,118200.0
WI,Racine,Racine,53404,1998-04-01,118300.0
WI,Racine,Racine,53404,1998-05-01,118400.0
WI,Racine,Racine,53404,1998-06-01,118700.0
WI,Racine,Racine,53404,1998-07-01,118900.0
WI,Racine,Racine,53404,1998-08-01,119300.0
WI,Racine,Racine,53404,1998-09-01,120000.0
WI,Racine,Racine,53404,1998-10-01,120700.0
WI,Racine,Racine,53404,1998-11-01,121300.0
WI,Racine,Racine,53404,1998-12-01,121800.0
WI,Racine,Racine,53404,1999-01-01,122200.0
WI,Racine,Racine,53404,1999-02-01,122500.0
WI,Racine,Racine,53404,1999-03-01,122500.0
WI,Racine,Racine,53404,1999-04-01,122400.0
WI,Racine,Racine,53404,1999-05-01,122300.0
WI,Racine,Racine,53404,1999-06-01,122400.0
WI,Racine,Racine,53404,1999-07-01,122500.0
WI,Racine,Racine,53404,1999-08-01,122800.0
WI,Racine,Racine,53404,1999-09-01,123400.0
WI,Racine,Racine,53404,1999-10-01,124200.0
WI,Racine,Racine,53404,1999-11-01,124800.0
WI,Racine,Racine,53404,1999-12-01,125200.0
WI,Racine,Racine,53404,2000-01-01,125600.0
WI,Racine,Racine,53404,2000-02-01,125700.0
WI,Racine,Racine,53404,2000-03-01,125700.0
WI,Racine,Racine,53404,2000-04-01,125400.0
WI,Racine,Racine,53404,2000-05-01,125200.0
WI,Racine,Racine,53404,2000-06-01,125200.0
WI,Racine,Racine,53404,2000-07-01,125300.0
WI,Racine,Racine,53404,2000-08-01,125600.0
WI,Racine,Racine,53404,2000-09-01,126200.0
WI,Racine,Racine,53404,2000-10-01,127100.0
WI,Racine,Racine,53404,2000-11-01,128000.0
WI,Racine,Racine,53404,2000-12-01,128900.0
WI,Racine,Racine,53404,2001-01-01,129600.0
WI,Racine,Racine,53404,2001-02-01,130100.0
WI,Racine,Racine,53404,2001-03-01,130300.0
WI,Racine,Racine,53404,2001-04-01,130500.0
WI,Racine,Racine,53404,2001-05-01,130800.0
WI,Racine,Racine,53404,2001-06-01,131500.0
WI,Racine,Racine,53404,2001-07-01,132400.0
WI,Racine,Racine,53404,2001-08-01,133700.0
WI,Racine,Racine,53404,2001-09-01,135600.0
WI,Racine,Racine,53404,2001-10-01,137800.0
WI,Racine,Racine,53404,2001-11-01,140100.0
WI,Racine,Racine,53404,2001-12-01,142500.0
WI,Racine,Racine,53404,2002-01-01,144600.0
WI,Racine,Racine,53404,2002-02-01,146400.0
WI,Racine,Racine,53404,2002-03-01,147900.0
WI,Racine,Racine,53404,2002-04-01,149200.0
WI,Racine,Racine,53404,2002-05-01,150600.0
WI,Racine,Racine,53404,2002-06-01,152000.0
WI,Racine,Racine,53404,2002-07-01,155300.0
WI,Racine,Racine,53404,2002-08-01,160600.0
WI,Racine,Racine,53404,2002-09-01,165800.0
WI,Racine,Racine,53404,2002-10-01,169700.0
WI,Racine,Racine,53404,2002-11-01,173000.0
WI,Racine,Racine,53404,2002-12-01,175300.0
WI,Racine,Racine,53404,2003-01-01,176200.0
WI,Racine,Racine,53404,2003-02-01,175500.0
WI,Racine,Racine,53404,2003-03-01,173100.0
WI,Racine,Racine,53404,2003-04-01,169400.0
WI,Racine,Racine,53404,2003-05-01,165000.0
WI,Racine,Racine,53404,2003-06-01,160600.0
WI,Racine,Racine,53404,2003-07-01,156200.0
WI,Racine,Racine,53404,2003-08-01,151800.0
WI,Racine,Racine,53404,2003-09-01,148000.0
WI,Racine,Racine,53404,2003-10-01,144900.0
WI,Racine,Racine,53404,2003-11-01,142300.0
WI,Racine,Racine,53404,2003-12-01,140300.0
WI,Racine,Racine,53404,2004-01-01,139700.0
WI,Racine,Racine,53404,2004-02-01,141400.0
WI,Racine,Racine,53404,2004-03-01,146100.0
WI,Racine,Racine,53404,2004-04-01,153400.0
WI,Racine,Racine,53404,2004-05-01,161600.0
WI,Racine,Racine,53404,2004-06-01,168700.0
WI,Racine,Racine,53404,2004-07-01,172600.0
WI,Racine,Racine,53404,2004-08-01,172700.0
WI,Racine,Racine,53404,2004-09-01,170300.0
WI,Racine,Racine,53404,2004-10-01,167100.0
WI,Racine,Racine,53404,2004-11-01,164300.0
WI,Racine,Racine,53404,2004-12-01,163200.0
WI,Racine,Racine,53404,2005-01-01,163800.0
WI,Racine,Racine,53404,2005-02-01,165700.0
WI,Racine,Racine,53404,2005-03-01,168200.0
WI,Racine,Racine,53404,2005-04-01,170700.0
WI,Racine,Racine,53404,2005-05-01,173300.0
WI,Racine,Racine,53404,2005-06-01,176000.0
WI,Racine,Racine,53404,2005-07-01,178800.0
WI,Racine,Racine,53404,2005-08-01,181800.0
WI,Racine,Racine,53404,2005-09-01,185200.0
WI,Racine,Racine,53404,2005-10-01,188700.0
WI,Racine,Racine,53404,2005-11-01,191900.0
WI,Racine,Racine,53404,2005-12-01,194400.0
WI,Racine,Racine,53404,2006-01-01,195900.0
WI,Racine,Racine,53404,2006-02-01,196000.0
WI,Racine,Racine,53404,2006-03-01,194900.0
WI,Racine,Racine,53404,2006-04-01,192900.0
WI,Racine,Racine,53404,2006-05-01,190500.0
WI,Racine,Racine,53404,2006-06-01,188300.0
WI,Racine,Racine,53404,2006-07-01,186500.0
WI,Racine,Racine,53404,2006-08-01,185400.0
WI,Racine,Racine,53404,2006-09-01,184700.0
WI,Racine,Racine,53404,2006-10-01,184300.0
WI,Racine,Racine,53404,2006-11-01,184000.0
WI,Racine,Racine,53404,2006-12-01,183900.0
WI,Racine,Racine,53404,2007-01-01,184000.0
WI,Racine,Racine,53404,2007-02-01,184000.0
WI,Racine,Racine,53404,2007-03-01,183800.0
WI,Racine,Racine,53404,2007-04-01,183600.0
WI,Racine,Racine,53404,2007-05-01,183500.0
WI,Racine,Racine,53404,2007-06-01,183900.0
WI,Racine,Racine,53404,2007-07-01,184600.0
WI,Racine,Racine,53404,2007-08-01,185300.0
WI,Racine,Racine,53404,2007-09-01,185700.0
WI,Racine,Racine,53404,2007-10-01,186000.0
WI,Racine,Racine,53404,2007-11-01,185800.0
WI,Racine,Racine,53404,2007-12-01,185100.0
WI,Racine,Racine,53404,2008-01-01,183700.0
WI,Racine,Racine,53404,2008-02-01,182100.0
WI,Racine,Racine,53404,2008-03-01,180600.0
WI,Racine,Racine,53404,2008-04-01,179400.0
WI,Racine,Racine,53404,2008-05-01,178300.0
WI,Racine,Racine,53404,2008-06-01,177200.0
WI,Racine,Racine,53404,2008-07-01,176200.0
WI,Racine,Racine,53404,2008-08-01,175500.0
WI,Racine,Racine,53404,2008-09-01,174900.0
WI,Racine,Racine,53404,2008-10-01,174600.0
WI,Racine,Racine,53404,2008-11-01,174400.0
WI,Racine,Racine,53404,2008-12-01,174200.0
WI,Racine,Racine,53404,2009-01-01,174000.0
WI,Racine,Racine,53404,2009-02-01,173600.0
WI,Racine,Racine,53404,2009-03-01,172600.0
WI,Racine,Racine,53404,2009-04-01,170900.0
WI,Racine,Racine,53404,2009-05-01,168800.0
WI,Racine,Racine,53404,2009-06-01,166700.0
WI,Racine,Racine,53404,2009-07-01,165300.0
WI,Racine,Racine,53404,2009-08-01,164500.0
WI,Racine,Racine,53404,2009-09-01,164300.0
WI,Racine,Racine,53404,2009-10-01,164400.0
WI,Racine,Racine,53404,2009-11-01,164800.0
WI,Racine,Racine,53404,2009-12-01,164500.0
WI,Racine,Racine,53404,2010-01-01,163800.0
WI,Racine,Racine,53404,2010-02-01,163100.0
WI,Racine,Racine,53404,2010-03-01,162500.0
WI,Racine,Racine,53404,2010-04-01,161500.0
WI,Racine,Racine,53404,2010-05-01,160600.0
WI,Racine,Racine,53404,2010-06-01,160000.0
WI,Racine,Racine,53404,2010-07-01,159100.0
WI,Racine,Racine,53404,2010-08-01,158000.0
WI,Racine,Racine,53404,2010-09-01,157100.0
WI,Racine,Racine,53404,2010-10-01,156200.0
WI,Racine,Racine,53404,2010-11-01,154800.0
WI,Racine,Racine,53404,2010-12-01,153000.0
WI,Racine,Racine,53404,2011-01-01,151500.0
WI,Racine,Racine,53404,2011-02-01,150800.0
WI,Racine,Racine,53404,2011-03-01,150500.0
WI,Racine,Racine,53404,2011-04-01,150000.0
WI,Racine,Racine,53404,2011-05-01,149200.0
WI,Racine,Racine,53404,2011-06-01,149000.0
WI,Racine,Racine,53404,2011-07-01,148700.0
WI,Racine,Racine,53404,2011-08-01,149300.0
WI,Racine,Racine,53404,2011-09-01,150600.0
WI,Racine,Racine,53404,2011-10-01,151000.0
WI,Racine,Racine,53404,2011-11-01,150800.0
WI,Racine,Racine,53404,2011-12-01,151600.0
WI,Racine,Racine,53404,2012-01-01,151400.0
WI,Racine,Racine,53404,2012-02-01,149500.0
WI,Racine,Racine,53404,2012-03-01,147900.0
WI,Racine,Racine,53404,2012-04-01,147500.0
WI,Racine,Racine,53404,2012-05-01,148100.0
WI,Racine,Racine,53404,2012-06-01,148900.0
WI,Racine,Racine,53404,2012-07-01,149800.0
WI,Racine,Racine,53404,2012-08-01,150800.0
WI,Racine,Racine,53404,2012-09-01,151300.0
WI,Racine,Racine,53404,2012-10-01,151500.0
WI,Racine,Racine,53404,2012-11-01,151700.0
WI,Racine,Racine,53404,2012-12-01,151900.0
WI,Racine,Racine,53404,2013-01-01,153100.0
WI,Racine,Racine,53404,2013-02-01,154600.0
WI,Racine,Racine,53404,2013-03-01,155700.0
WI,Racine,Racine,53404,2013-04-01,156400.0
WI,Racine,Racine,53404,2013-05-01,156900.0
WI,Racine,Racine,53404,2013-06-01,156800.0
WI,Racine,Racine,53404,2013-07-01,156400.0
WI,Racine,Racine,53404,2013-08-01,155700.0
WI,Racine,Racine,53404,2013-09-01,155400.0
WI,Racine,Racine,53404,2013-10-01,154900.0
WI,Racine,Racine,53404,2013-11-01,153800.0
WI,Racine,Racine,53404,2013-12-01,152900.0
WI,Racine,Racine,53404,2014-01-01,152500.0
WI,Racine,Racine,53404,2014-02-01,152300.0
WI,Racine,Racine,53404,2014-03-01,152200.0
WI,Racine,Racine,53404,2014-04-01,152200.0
WI,Racine,Racine,53404,2014-05-01,152400.0
WI,Racine,Racine,53404,2014-06-01,152800.0
WI,Racine,Racine,53404,2014-07-01,153300.0
WI,Racine,Racine,53404,2014-08-01,153400.0
WI,Racine,Racine,53404,2014-09-01,152200.0
WI,Racine,Racine,53404,2014-10-01,152100.0
WI,Racine,Racine,53404,2014-11-01,154600.0
WI,Racine,Racine,53404,2014-12-01,157500.0
WI,Racine,Racine,53404,2015-01-01,159300.0
WI,Racine,Racine,53404,2015-02-01,160800.0
WI,Racine,Racine,53404,2015-03-01,162300.0
WI,Racine,Racine,53404,2015-04-01,163800.0
WI,Racine,Racine,53404,2015-05-01,164500.0
WI,Racine,Racine,53404,2015-06-01,164100.0
WI,Racine,Racine,53404,2015-07-01,163400.0
WI,Racine,Racine,53404,2015-08-01,162800.0
WI,Racine,Racine,53404,2015-09-01,162600.0
WI,Racine,Racine,53404,2015-10-01,162400.0
WI,Racine,Racine,53404,2015-11-01,162100.0
WI,Racine,Racine,53404,2015-12-01,161700.0
WI,Racine,Racine,53404,2016-01-01,162200.0
WI,Racine,Racine,53404,2016-02-01,163300.0
WI,Racine,Racine,53404,2016-03-01,164300.0
WI,Racine,Racine,53404,2016-04-01,164700.0
WI,Racine,Racine,53404,2016-05-01,165200.0
WI,Racine,Racine,53404,2016-06-01,166200.0
WI,Racine,Racine,53404,2016-07-01,166900.0
WI,Racine,Racine,53404,2016-08-01,167000.0
WI,Racine,Racine,53404,2016-09-01,167300.0
WI,Racine,Racine,53404,2016-10-01,168800.0
WI,Racine,Racine,53404,2016-11-01,169700.0
WI,Racine,Racine,53404,2016-12-01,169600.0
WI,Racine,Racine,53404,2017-01-01,169500.0
WI,Racine,Racine,53404,2017-02-01,169900.0
WI,Racine,Racine,53404,2017-03-01,170000.0
WI,Racine,Racine,53404,2017-04-01,170000.0
WI,Racine,Racine,53404,2017-05-01,170000.0
WI,Racine,Racine,53404,2017-06-01,170400.0
WI,Racine,Racine,53404,2017-07-01,170800.0
WI,Racine,Racine,53404,2017-08-01,171400.0
WI,Racine,Racine,53404,2017-09-01,172000.0
WI,Racine,Racine,53404,2017-10-01,172000.0
WI,Racine,Racine,53404,2017-11-01,172300.0
WI,Racine,Racine,53404,2017-12-01,172800.0
WI,Racine,Racine,53405,1997-01-01,115200.0
WI,Racine,Racine,53405,1997-02-01,115900.0
WI,Racine,Racine,53405,1997-03-01,116400.0
WI,Racine,Racine,53405,1997-04-01,116900.0
WI,Racine,Racine,53405,1997-05-01,117400.0
WI,Racine,Racine,53405,1997-06-01,117900.0
WI,Racine,Racine,53405,1997-07-01,118500.0
WI,Racine,Racine,53405,1997-08-01,119300.0
WI,Racine,Racine,53405,1997-09-01,120300.0
WI,Racine,Racine,53405,1997-10-01,121300.0
WI,Racine,Racine,53405,1997-11-01,122100.0
WI,Racine,Racine,53405,1997-12-01,122900.0
WI,Racine,Racine,53405,1998-01-01,123400.0
WI,Racine,Racine,53405,1998-02-01,123800.0
WI,Racine,Racine,53405,1998-03-01,123900.0
WI,Racine,Racine,53405,1998-04-01,123900.0
WI,Racine,Racine,53405,1998-05-01,123900.0
WI,Racine,Racine,53405,1998-06-01,124000.0
WI,Racine,Racine,53405,1998-07-01,124200.0
WI,Racine,Racine,53405,1998-08-01,124500.0
WI,Racine,Racine,53405,1998-09-01,125100.0
WI,Racine,Racine,53405,1998-10-01,125900.0
WI,Racine,Racine,53405,1998-11-01,126500.0
WI,Racine,Racine,53405,1998-12-01,126900.0
WI,Racine,Racine,53405,1999-01-01,127300.0
WI,Racine,Racine,53405,1999-02-01,127400.0
WI,Racine,Racine,53405,1999-03-01,127400.0
WI,Racine,Racine,53405,1999-04-01,127200.0
WI,Racine,Racine,53405,1999-05-01,127000.0
WI,Racine,Racine,53405,1999-06-01,127100.0
WI,Racine,Racine,53405,1999-07-01,127300.0
WI,Racine,Racine,53405,1999-08-01,127600.0
WI,Racine,Racine,53405,1999-09-01,128300.0
WI,Racine,Racine,53405,1999-10-01,129100.0
WI,Racine,Racine,53405,1999-11-01,129800.0
WI,Racine,Racine,53405,1999-12-01,130300.0
WI,Racine,Racine,53405,2000-01-01,130600.0
WI,Racine,Racine,53405,2000-02-01,130700.0
WI,Racine,Racine,53405,2000-03-01,130600.0
WI,Racine,Racine,53405,2000-04-01,130200.0
WI,Racine,Racine,53405,2000-05-01,130000.0
WI,Racine,Racine,53405,2000-06-01,130000.0
WI,Racine,Racine,53405,2000-07-01,130100.0
WI,Racine,Racine,53405,2000-08-01,130400.0
WI,Racine,Racine,53405,2000-09-01,131200.0
WI,Racine,Racine,53405,2000-10-01,132200.0
WI,Racine,Racine,53405,2000-11-01,133200.0
WI,Racine,Racine,53405,2000-12-01,134100.0
WI,Racine,Racine,53405,2001-01-01,134700.0
WI,Racine,Racine,53405,2001-02-01,135100.0
WI,Racine,Racine,53405,2001-03-01,135400.0
WI,Racine,Racine,53405,2001-04-01,135500.0
WI,Racine,Racine,53405,2001-05-01,135700.0
WI,Racine,Racine,53405,2001-06-01,136500.0
WI,Racine,Racine,53405,2001-07-01,137500.0
WI,Racine,Racine,53405,2001-08-01,138800.0
WI,Racine,Racine,53405,2001-09-01,140800.0
WI,Racine,Racine,53405,2001-10-01,143200.0
WI,Racine,Racine,53405,2001-11-01,145700.0
WI,Racine,Racine,53405,2001-12-01,148100.0
WI,Racine,Racine,53405,2002-01-01,150200.0
WI,Racine,Racine,53405,2002-02-01,152000.0
WI,Racine,Racine,53405,2002-03-01,153400.0
WI,Racine,Racine,53405,2002-04-01,154600.0
WI,Racine,Racine,53405,2002-05-01,156000.0
WI,Racine,Racine,53405,2002-06-01,157400.0
WI,Racine,Racine,53405,2002-07-01,161000.0
WI,Racine,Racine,53405,2002-08-01,166600.0
WI,Racine,Racine,53405,2002-09-01,171400.0
WI,Racine,Racine,53405,2002-10-01,174100.0
WI,Racine,Racine,53405,2002-11-01,176400.0
WI,Racine,Racine,53405,2002-12-01,177700.0
WI,Racine,Racine,53405,2003-01-01,178200.0
WI,Racine,Racine,53405,2003-02-01,177700.0
WI,Racine,Racine,53405,2003-03-01,176200.0
WI,Racine,Racine,53405,2003-04-01,173700.0
WI,Racine,Racine,53405,2003-05-01,170400.0
WI,Racine,Racine,53405,2003-06-01,166700.0
WI,Racine,Racine,53405,2003-07-01,162600.0
WI,Racine,Racine,53405,2003-08-01,158300.0
WI,Racine,Racine,53405,2003-09-01,154500.0
WI,Racine,Racine,53405,2003-10-01,151400.0
WI,Racine,Racine,53405,2003-11-01,148700.0
WI,Racine,Racine,53405,2003-12-01,146600.0
WI,Racine,Racine,53405,2004-01-01,145600.0
WI,Racine,Racine,53405,2004-02-01,146700.0
WI,Racine,Racine,53405,2004-03-01,150600.0
WI,Racine,Racine,53405,2004-04-01,156800.0
WI,Racine,Racine,53405,2004-05-01,163900.0
WI,Racine,Racine,53405,2004-06-01,169900.0
WI,Racine,Racine,53405,2004-07-01,173000.0
WI,Racine,Racine,53405,2004-08-01,172500.0
WI,Racine,Racine,53405,2004-09-01,169600.0
WI,Racine,Racine,53405,2004-10-01,166300.0
WI,Racine,Racine,53405,2004-11-01,164100.0
WI,Racine,Racine,53405,2004-12-01,164100.0
WI,Racine,Racine,53405,2005-01-01,166000.0
WI,Racine,Racine,53405,2005-02-01,169100.0
WI,Racine,Racine,53405,2005-03-01,172600.0
WI,Racine,Racine,53405,2005-04-01,175900.0
WI,Racine,Racine,53405,2005-05-01,179100.0
WI,Racine,Racine,53405,2005-06-01,182400.0
WI,Racine,Racine,53405,2005-07-01,185800.0
WI,Racine,Racine,53405,2005-08-01,189500.0
WI,Racine,Racine,53405,2005-09-01,193600.0
WI,Racine,Racine,53405,2005-10-01,197800.0
WI,Racine,Racine,53405,2005-11-01,201700.0
WI,Racine,Racine,53405,2005-12-01,204900.0
WI,Racine,Racine,53405,2006-01-01,206800.0
WI,Racine,Racine,53405,2006-02-01,207600.0
WI,Racine,Racine,53405,2006-03-01,207000.0
WI,Racine,Racine,53405,2006-04-01,205500.0
WI,Racine,Racine,53405,2006-05-01,203500.0
WI,Racine,Racine,53405,2006-06-01,201600.0
WI,Racine,Racine,53405,2006-07-01,200200.0
WI,Racine,Racine,53405,2006-08-01,199500.0
WI,Racine,Racine,53405,2006-09-01,199400.0
WI,Racine,Racine,53405,2006-10-01,199600.0
WI,Racine,Racine,53405,2006-11-01,199700.0
WI,Racine,Racine,53405,2006-12-01,199500.0
WI,Racine,Racine,53405,2007-01-01,198700.0
WI,Racine,Racine,53405,2007-02-01,197600.0
WI,Racine,Racine,53405,2007-03-01,196300.0
WI,Racine,Racine,53405,2007-04-01,195000.0
WI,Racine,Racine,53405,2007-05-01,194100.0
WI,Racine,Racine,53405,2007-06-01,193600.0
WI,Racine,Racine,53405,2007-07-01,193700.0
WI,Racine,Racine,53405,2007-08-01,194100.0
WI,Racine,Racine,53405,2007-09-01,194500.0
WI,Racine,Racine,53405,2007-10-01,194700.0
WI,Racine,Racine,53405,2007-11-01,194700.0
WI,Racine,Racine,53405,2007-12-01,194200.0
WI,Racine,Racine,53405,2008-01-01,193200.0
WI,Racine,Racine,53405,2008-02-01,192000.0
WI,Racine,Racine,53405,2008-03-01,190500.0
WI,Racine,Racine,53405,2008-04-01,189000.0
WI,Racine,Racine,53405,2008-05-01,187500.0
WI,Racine,Racine,53405,2008-06-01,186000.0
WI,Racine,Racine,53405,2008-07-01,184800.0
WI,Racine,Racine,53405,2008-08-01,183700.0
WI,Racine,Racine,53405,2008-09-01,182800.0
WI,Racine,Racine,53405,2008-10-01,181800.0
WI,Racine,Racine,53405,2008-11-01,181100.0
WI,Racine,Racine,53405,2008-12-01,180200.0
WI,Racine,Racine,53405,2009-01-01,179300.0
WI,Racine,Racine,53405,2009-02-01,178400.0
WI,Racine,Racine,53405,2009-03-01,177200.0
WI,Racine,Racine,53405,2009-04-01,175700.0
WI,Racine,Racine,53405,2009-05-01,174100.0
WI,Racine,Racine,53405,2009-06-01,172200.0
WI,Racine,Racine,53405,2009-07-01,170600.0
WI,Racine,Racine,53405,2009-08-01,169900.0
WI,Racine,Racine,53405,2009-09-01,169600.0
WI,Racine,Racine,53405,2009-10-01,169500.0
WI,Racine,Racine,53405,2009-11-01,168800.0
WI,Racine,Racine,53405,2009-12-01,167500.0
WI,Racine,Racine,53405,2010-01-01,166400.0
WI,Racine,Racine,53405,2010-02-01,166100.0
WI,Racine,Racine,53405,2010-03-01,166000.0
WI,Racine,Racine,53405,2010-04-01,165800.0
WI,Racine,Racine,53405,2010-05-01,165200.0
WI,Racine,Racine,53405,2010-06-01,164700.0
WI,Racine,Racine,53405,2010-07-01,163800.0
WI,Racine,Racine,53405,2010-08-01,162500.0
WI,Racine,Racine,53405,2010-09-01,161700.0
WI,Racine,Racine,53405,2010-10-01,161200.0
WI,Racine,Racine,53405,2010-11-01,160700.0
WI,Racine,Racine,53405,2010-12-01,160100.0
WI,Racine,Racine,53405,2011-01-01,159700.0
WI,Racine,Racine,53405,2011-02-01,159600.0
WI,Racine,Racine,53405,2011-03-01,159700.0
WI,Racine,Racine,53405,2011-04-01,159800.0
WI,Racine,Racine,53405,2011-05-01,160000.0
WI,Racine,Racine,53405,2011-06-01,159800.0
WI,Racine,Racine,53405,2011-07-01,159300.0
WI,Racine,Racine,53405,2011-08-01,160100.0
WI,Racine,Racine,53405,2011-09-01,161700.0
WI,Racine,Racine,53405,2011-10-01,162200.0
WI,Racine,Racine,53405,2011-11-01,162100.0
WI,Racine,Racine,53405,2011-12-01,163100.0
WI,Racine,Racine,53405,2012-01-01,162900.0
WI,Racine,Racine,53405,2012-02-01,160700.0
WI,Racine,Racine,53405,2012-03-01,158200.0
WI,Racine,Racine,53405,2012-04-01,156900.0
WI,Racine,Racine,53405,2012-05-01,156200.0
WI,Racine,Racine,53405,2012-06-01,157000.0
WI,Racine,Racine,53405,2012-07-01,158200.0
WI,Racine,Racine,53405,2012-08-01,158600.0
WI,Racine,Racine,53405,2012-09-01,158400.0
WI,Racine,Racine,53405,2012-10-01,158700.0
WI,Racine,Racine,53405,2012-11-01,159100.0
WI,Racine,Racine,53405,2012-12-01,159800.0
WI,Racine,Racine,53405,2013-01-01,160800.0
WI,Racine,Racine,53405,2013-02-01,161800.0
WI,Racine,Racine,53405,2013-03-01,162500.0
WI,Racine,Racine,53405,2013-04-01,162600.0
WI,Racine,Racine,53405,2013-05-01,162500.0
WI,Racine,Racine,53405,2013-06-01,163300.0
WI,Racine,Racine,53405,2013-07-01,164200.0
WI,Racine,Racine,53405,2013-08-01,163600.0
WI,Racine,Racine,53405,2013-09-01,162600.0
WI,Racine,Racine,53405,2013-10-01,161900.0
WI,Racine,Racine,53405,2013-11-01,160800.0
WI,Racine,Racine,53405,2013-12-01,159200.0
WI,Racine,Racine,53405,2014-01-01,158300.0
WI,Racine,Racine,53405,2014-02-01,157900.0
WI,Racine,Racine,53405,2014-03-01,157400.0
WI,Racine,Racine,53405,2014-04-01,156900.0
WI,Racine,Racine,53405,2014-05-01,157200.0
WI,Racine,Racine,53405,2014-06-01,157900.0
WI,Racine,Racine,53405,2014-07-01,159100.0
WI,Racine,Racine,53405,2014-08-01,159500.0
WI,Racine,Racine,53405,2014-09-01,158200.0
WI,Racine,Racine,53405,2014-10-01,157800.0
WI,Racine,Racine,53405,2014-11-01,159900.0
WI,Racine,Racine,53405,2014-12-01,162200.0
WI,Racine,Racine,53405,2015-01-01,163300.0
WI,Racine,Racine,53405,2015-02-01,164200.0
WI,Racine,Racine,53405,2015-03-01,165300.0
WI,Racine,Racine,53405,2015-04-01,166800.0
WI,Racine,Racine,53405,2015-05-01,167800.0
WI,Racine,Racine,53405,2015-06-01,167500.0
WI,Racine,Racine,53405,2015-07-01,166700.0
WI,Racine,Racine,53405,2015-08-01,166500.0
WI,Racine,Racine,53405,2015-09-01,166700.0
WI,Racine,Racine,53405,2015-10-01,166300.0
WI,Racine,Racine,53405,2015-11-01,165500.0
WI,Racine,Racine,53405,2015-12-01,165000.0
WI,Racine,Racine,53405,2016-01-01,165200.0
WI,Racine,Racine,53405,2016-02-01,165800.0
WI,Racine,Racine,53405,2016-03-01,166700.0
WI,Racine,Racine,53405,2016-04-01,167600.0
WI,Racine,Racine,53405,2016-05-01,168200.0
WI,Racine,Racine,53405,2016-06-01,168500.0
WI,Racine,Racine,53405,2016-07-01,168800.0
WI,Racine,Racine,53405,2016-08-01,169200.0
WI,Racine,Racine,53405,2016-09-01,169900.0
WI,Racine,Racine,53405,2016-10-01,171300.0
WI,Racine,Racine,53405,2016-11-01,172900.0
WI,Racine,Racine,53405,2016-12-01,174200.0
WI,Racine,Racine,53405,2017-01-01,175900.0
WI,Racine,Racine,53405,2017-02-01,178100.0
WI,Racine,Racine,53405,2017-03-01,179900.0
WI,Racine,Racine,53405,2017-04-01,180400.0
WI,Racine,Racine,53405,2017-05-01,180400.0
WI,Racine,Racine,53405,2017-06-01,179200.0
WI,Racine,Racine,53405,2017-07-01,178200.0
WI,Racine,Racine,53405,2017-08-01,178700.0
WI,Racine,Racine,53405,2017-09-01,179900.0
WI,Racine,Racine,53405,2017-10-01,180700.0
WI,Racine,Racine,53405,2017-11-01,181600.0
WI,Racine,Racine,53405,2017-12-01,181900.0
WI,Racine,Waterford,53185,1997-01-01,147500.0
